Category ID,Category Name (EN),Term ID (blank = category name row),Italian (reference),English (source),YOUR LANGUAGE
surface_finish,Surface & Finish,sf_weathered,Consumata dal tempo,weathered,
surface_finish,Surface & Finish,sf_rusted,Arrugginita,rusted,
surface_finish,Surface & Finish,sf_patina,Patinata,patinated,
surface_finish,Surface & Finish,sf_dusty,Impolverata,dusty,
surface_finish,Surface & Finish,sf_wet,Bagnata,wet,
surface_finish,Surface & Finish,sf_frosted,Brinata,frosted,
surface_finish,Surface & Finish,sf_iridescent,Superficie iridescente,iridescent,
surface_finish,Surface & Finish,sf_translucent,Traslucida,translucent,
surface_finish,Surface & Finish,sf_transparent,Trasparente,transparent,
surface_finish,Surface & Finish,sf_reflective,Riflettente,reflective,
mood,Emotional Mood,,Mood emotivo,Emotional Mood,
mood,Emotional Mood,mo_serene,Serena,serene,
mood,Emotional Mood,mo_peaceful,Pacifica,peaceful,
mood,Emotional Mood,mo_joyful,Gioiosa,joyful,
mood,Emotional Mood,mo_playful,Giocosa,playful,
mood,Emotional Mood,mo_hopeful,Speranzosa,hopeful,
mood,Emotional Mood,mo_romantic,Romantica,romantic,
mood,Emotional Mood,mo_intimate,Intima,intimate,
mood,Emotional Mood,mo_cozy,Accogliente,cozy,
mood,Emotional Mood,mo_nostalgic,Nostalgica,nostalgic,
mood,Emotional Mood,mo_bittersweet,Agrodolce,bittersweet,
mood,Emotional Mood,mo_melancholic,Malinconica,melancholic,
mood,Emotional Mood,mo_lonely,Solitaria,lonely,
mood,Emotional Mood,mo_solemn,Solenne,solemn,
mood,Emotional Mood,mo_contemplative,Contemplativa,contemplative,
mood,Emotional Mood,mo_mysterious,Misteriosa,mysterious,
mood,Emotional Mood,mo_tense,Tesa,tense,
mood,Emotional Mood,mo_uneasy,Inquieta,uneasy,
mood,Emotional Mood,mo_eerie,Inquietante,eerie,
mood,Emotional Mood,mo_terrifying,Spaventosa,terrifying,
mood,Emotional Mood,mo_oppressive,Opprimente,oppressive,
mood,Emotional Mood,mo_dramatic,Drammatica,dramatic,
mood,Emotional Mood,mo_epic,Epica,epic,
mood,Emotional Mood,mo_triumphant,Trionfale,triumphant,
mood,Emotional Mood,mo_whimsical,Bizzarra,whimsical,
atmosphere,Atmosphere,,Atmosfera,Atmosphere,
atmosphere,Atmosphere,at_ethereal,Eterea,ethereal,
atmosphere,Atmosphere,at_dreamy,Sognante,dreamy,
atmosphere,Atmosphere,at_surreal,Surreale,surreal,
atmosphere,Atmosphere,at_magical,Magica,magical,
atmosphere,Atmosphere,at_otherworldly,Ultraterrena,otherworldly,
atmosphere,Atmosphere,at_sublime,Sublime,"awe-inspiring, sublime",
atmosphere,Atmosphere,at_vast,Vasta,vast,
atmosphere,Atmosphere,at_claustrophobic,Claustrofobica,claustrophobic,
atmosphere,Atmosphere,at_desolate,Desolata,desolate,
atmosphere,Atmosphere,at_liminal,Liminale,liminal,
atmosphere,Atmosphere,at_uncanny,Perturbante,uncanny,
atmosphere,Atmosphere,at_chaotic,Caotica,chaotic,
atmosphere,Atmosphere,at_quiet,"Quieta, rarefatta","quiet, sparse",
atmosphere,Atmosphere,at_opulent,Opulenta,opulent,
atmosphere,Atmosphere,at_austere,Austera,austere,
atmosphere,Atmosphere,at_grimy,Sordida,grimy,
atmosphere,Atmosphere,at_sacred,Sacra,"sacred, reverent",
atmosphere,Atmosphere,at_futuristic,Futuristica,futuristic,
atmospheric_fx,Atmospheric Effects,,Fenomeni atmosferici,Atmospheric Effects,
atmospheric_fx,Atmospheric Effects,afx_rain,Pioggia che cade,falling rain,
atmospheric_fx,Atmospheric Effects,afx_heavy_rain,Pioggia battente,driving rain,
atmospheric_fx,Atmospheric Effects,afx_snow,Neve che cade,falling snow,
atmospheric_fx,Atmospheric Effects,afx_lightning,Fulmine,lightning,
atmospheric_fx,Atmospheric Effects,afx_storm_clouds,Nubi di tempesta,storm clouds,
atmospheric_fx,Atmospheric Effects,afx_wind,Vento,visible wind,
atmospheric_fx,Atmospheric Effects,afx_mist,Foschia,mist,
atmospheric_fx,Atmospheric Effects,afx_fog_bank,Banco di nebbia,fog bank,
atmospheric_fx,Atmospheric Effects,afx_smoke,Fumo,drifting smoke,
atmospheric_fx,Atmospheric Effects,afx_embers,Braci,floating embers,
atmospheric_fx,Atmospheric Effects,afx_sparks,Scintille,sparks,
atmospheric_fx,Atmospheric Effects,afx_dust_motes,Pulviscolo,dust motes in the air,
atmospheric_fx,Atmospheric Effects,afx_particles,Particelle sospese,floating particles,
atmospheric_fx,Atmospheric Effects,afx_leaves,Foglie che cadono,falling leaves,
atmospheric_fx,Atmospheric Effects,afx_petals,Petali,falling petals,
atmospheric_fx,Atmospheric Effects,afx_bubbles,Bolle,bubbles,
atmospheric_fx,Atmospheric Effects,afx_aurora,Aurora boreale,aurora,
atmospheric_fx,Atmospheric Effects,afx_rainbow,Arcobaleno,rainbow,
atmospheric_fx,Atmospheric Effects,afx_splash,Schizzi d'acqua,splashing water,
atmospheric_fx,Atmospheric Effects,afx_ripples,Increspature,ripples,
atmospheric_fx,Atmospheric Effects,afx_confetti,Coriandoli,confetti,
atmospheric_fx,Atmospheric Effects,afx_debris,Detriti sospesi,floating debris,
optical_fx,Optical & Visual Effects,,Effetti ottici e visivi,Optical & Visual Effects,
optical_fx,Optical & Visual Effects,ofx_lens_flare,Riflesso di luce,lens flare,
optical_fx,Optical & Visual Effects,ofx_anamorphic_flare,Flare anamorfico,anamorphic flare,
optical_fx,Optical & Visual Effects,ofx_bloom,Bloom,bloom,
optical_fx,Optical & Visual Effects,ofx_halo,Alone,halo,
optical_fx,Optical & Visual Effects,ofx_aura,Aura luminosa,light aura,
optical_fx,Optical & Visual Effects,ofx_light_trail,Scia luminosa,light trail,
optical_fx,Optical & Visual Effects,ofx_vignette,Vignettatura in post,vignette,
optical_fx,Optical & Visual Effects,ofx_radial_blur,Sfocatura radiale,radial blur,
optical_fx,Optical & Visual Effects,ofx_zoom_blur,Sfocatura da zoom,zoom blur,
optical_fx,Optical & Visual Effects,ofx_fade,Dissolvenza,fading out,
optical_fx,Optical & Visual Effects,ofx_reflection,Riflesso,reflection,
optical_fx,Optical & Visual Effects,ofx_refraction,Rifrazione,refraction,
optical_fx,Optical & Visual Effects,ofx_prism,Dispersione prismatica,prismatic dispersion,
optical_fx,Optical & Visual Effects,ofx_halftone_dots,Retino a punti,halftone dots,
optical_fx,Optical & Visual Effects,ofx_scanlines,Scanline,scanlines,
optical_fx,Optical & Visual Effects,ofx_vhs,Artefatti VHS,VHS artifacts,
optical_fx,Optical & Visual Effects,ofx_glitch_displace,Glitch digitale,digital glitch displacement,
optical_fx,Optical & Visual Effects,ofx_ghosting,Sdoppiamento,ghosting,
optical_fx,Optical & Visual Effects,ofx_datamosh,Datamosh,datamosh,
optical_fx,Optical & Visual Effects,ofx_xray,Radiografia,x-ray view,
optical_fx,Optical & Visual Effects,ofx_thermal,Termografia,thermal imaging view,
optical_fx,Optical & Visual Effects,ofx_wireframe_overlay,Sovrapposizione wireframe,wireframe overlay,
optical_fx,Optical & Visual Effects,ofx_exploded,Vista esplosa,exploded view,
optical_fx,Optical & Visual Effects,ofx_cross_section,Sezione,cross-section view,
optical_fx,Optical & Visual Effects,ofx_levitation,Levitazione,levitation,
optical_fx,Optical & Visual Effects,ofx_mirror_symmetry,Simmetria a specchio,mirror symmetry effect,
optical_fx,Optical & Visual Effects,ofx_shattering,Frantumazione,shattering into fragments,
optical_fx,Optical & Visual Effects,ofx_dissolving,Dissoluzione in particelle,dissolving into particles,
render_quality,Quality & Render Tokens,,Token qualita e render,Quality & Render Tokens,
render_quality,Quality & Render Tokens,rq_high_res,Alta risoluzione,high resolution,
render_quality,Quality & Render Tokens,rq_highres,Highres (booru),highres,
render_quality,Quality & Render Tokens,rq_absurdres,Absurdres (booru),absurdres,
render_quality,Quality & Render Tokens,rq_ultra_detailed,Ultra dettagliato,ultra detailed,
render_quality,Quality & Render Tokens,rq_hyperdetailed,Iperdettagliato,hyperdetailed,
render_quality,Quality & Render Tokens,rq_intricate,Dettagli intricati,intricate details,
render_quality,Quality & Render Tokens,rq_fine_details,Dettagli fini,fine details,
render_quality,Quality & Render Tokens,rq_very_detailed,Molto dettagliato,very detailed,
render_quality,Quality & Render Tokens,rq_sharp_focus,Messa a fuoco nitida,sharp focus,
render_quality,Quality & Render Tokens,rq_crisp,Nitido,crisp details,
render_quality,Quality & Render Tokens,rq_4k,4K,4K,
render_quality,Quality & Render Tokens,rq_8k,8K,8K,
render_quality,Quality & Render Tokens,rq_ultra_hd,Ultra HD,ultra HD,
render_quality,Quality & Render Tokens,rq_masterpiece,Capolavoro,masterpiece,
render_quality,Quality & Render Tokens,rq_best_quality,Migliore qualita,best quality,
render_quality,Quality & Render Tokens,rq_score9,score_9 (Pony),score_9,
render_quality,Quality & Render Tokens,rq_score8up,score_8_up (Pony),score_8_up,
render_quality,Quality & Render Tokens,rq_award_winning,Premiato,award-winning,
negative_terms,Negative Prompt Terms,,Termini negativi,Negative Prompt Terms,
negative_terms,Negative Prompt Terms,ng_blurry,Sfocato,blurry,
negative_terms,Negative Prompt Terms,ng_lowres,Bassa risoluzione,lowres,
negative_terms,Negative Prompt Terms,ng_jpeg,Artefatti JPEG,jpeg artifacts,
negative_terms,Negative Prompt Terms,ng_noisy,Rumore digitale,"noisy, grainy",
negative_terms,Negative Prompt Terms,ng_watermark,Filigrana,watermark,
negative_terms,Negative Prompt Terms,ng_signature,Firma,signature,
negative_terms,Negative Prompt Terms,ng_text,Testo indesiderato,text,
negative_terms,Negative Prompt Terms,ng_logo,Logo,logo,
negative_terms,Negative Prompt Terms,ng_cropped,Tagliato,cropped,
negative_terms,Negative Prompt Terms,ng_out_of_frame,Fuori inquadratura,out of frame,
negative_terms,Negative Prompt Terms,ng_bad_anatomy,Anatomia sbagliata,bad anatomy,
negative_terms,Negative Prompt Terms,ng_deformed,Deformato,deformed,
negative_terms,Negative Prompt Terms,ng_disfigured,Sfigurato,disfigured,
negative_terms,Negative Prompt Terms,ng_mutated_hands,Mani deformi,mutated hands,
negative_terms,Negative Prompt Terms,ng_extra_fingers,Dita in piu,extra fingers,
negative_terms,Negative Prompt Terms,ng_missing_fingers,Dita mancanti,missing fingers,
negative_terms,Negative Prompt Terms,ng_extra_limbs,Arti in piu,extra limbs,
negative_terms,Negative Prompt Terms,ng_fused_limbs,Arti fusi,fused limbs,
negative_terms,Negative Prompt Terms,ng_bad_face,Volto mal disegnato,poorly drawn face,
negative_terms,Negative Prompt Terms,ng_asymmetric_eyes,Occhi asimmetrici,asymmetrical eyes,
negative_terms,Negative Prompt Terms,ng_ugly,Sgradevole,ugly,
negative_terms,Negative Prompt Terms,ng_duplicate,Soggetto duplicato,duplicate,
negative_terms,Negative Prompt Terms,ng_oversaturated,Sovrasaturo,oversaturated,
negative_terms,Negative Prompt Terms,ng_washed_out,Slavato,washed out,
negative_terms,Negative Prompt Terms,ng_plastic_skin,Pelle plasticosa,"plastic skin, doll-like",
typography_text,Text & Lettering,,Testo e lettering,Text & Lettering,
typography_text,Text & Lettering,ty_bold_sans,Lettering sans serif marcato,bold sans-serif lettering,
typography_text,Text & Lettering,ty_serif_display,Titolazione con grazie,serif display type,
typography_text,Text & Lettering,ty_condensed,Grottesco stretto,condensed grotesque type,
typography_text,Text & Lettering,ty_script,Lettering a mano,hand-lettered script,
typography_text,Text & Lettering,ty_brush,Lettering a pennello,brush lettering,
typography_text,Text & Lettering,ty_graffiti,Lettering graffiti,graffiti lettering,
typography_text,Text & Lettering,ty_neon_sign,Insegna al neon,neon sign lettering,
typography_text,Text & Lettering,ty_vintage_signage,Insegna vintage,vintage painted signage,
typography_text,Text & Lettering,ty_letterpress,Caratteri tipografici,letterpress type,
typography_text,Text & Lettering,ty_embossed_metal,Lettere in metallo,embossed metal lettering,
typography_text,Text & Lettering,ty_chalk,Lettering a gesso,chalkboard lettering,
typography_text,Text & Lettering,ty_stencil,Lettering a stencil,stencil lettering,
typography_text,Text & Lettering,ty_art_deco_type,Lettering Art Deco,art deco lettering,
typography_text,Text & Lettering,ty_kinetic,Composizione tipografica dinamica,kinetic type layout,
